section,root,menu_path,slug,page_title,url,position,kind,title,characters,sha256,preview
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 典型场景的开发指导 > HSP转HAR指导,hsp-to-har,HSP转HAR指导,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/hsp-to-har,1,note,,201,47451087ea5d1525f9126c62f5683ce5bd8b5c9a2b2adebc8c55f1c66ea956ef,阅读本文前，请开发者完成 HSP 、 HAR 、 module.json5 、 hvigorfile.ts 、 oh-package.json5 、 build-profile.json5 学习。 部分组件和模块在HAP、HSP、HAR中集成使用时存在差异，例如 加载HAR中Worker线程文件相比HSP存在单独的使用约束 ，因此按照如下步骤完成HSP转HA
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 典型场景的开发指导 > HAP转HAR指导,hap-to-har,HAP转HAR指导,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/hap-to-har,1,note,,102,a7fff62e4aea1f1a1e06c97edf43a55ddd12f22c163fb44e987ab890572d1be4,部分组件和模块在HAP、HSP、HAR中集成使用时存在差异，例如 加载HAR中Worker线程文件相比HSP存在单独的使用约束 ，因此按照如下步骤完成HAP转HAR后，请关注对应组件和模块介绍并进行适配。
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 典型场景的开发指导 > 集成态HSP,integrated-hsp,集成态HSP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/integrated-hsp,1,note,,112,671329bc4c10c05b365b6050995ed98cf8f9d2fee7fdd62967fcd9913925c63c,HSP只能给bundleName一样的工程使用，集成态HSP可以给不同的bundleName的工程集成使用。 使用方使用集成态HSP时，需要采用使用方的签名文件对集成态HSP重新签名，且需要优先安装重新签名后的集成态HSP。
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 典型场景的开发指导 > 应用程序包集成bin文件（PC/2in1）,hap-bin,应用程序包集成bin文件（PC/2in1）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/hap-bin,1,note,,83,7fea966b9d95120aaa0d5c91c719dee1cf2127071b7e8f70d39afa127904123e,标签中声明的权限名称需要与 系统中应用权限 名称一致，若不一致则会导致该标签的权限声明无效。 bin文件声明的权限不能超过集成它的应用声明的权限，否则在安装时会失败。
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 典型场景的开发指导 > 应用程序包集成bin文件（PC/2in1）,hap-bin,应用程序包集成bin文件（PC/2in1）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/hap-bin,2,note,,57,4ca1e059d8dd72343b5dcc1f42abe9a76d4d2c2972945597803f1e26e8fe9dfc,下述json样例中的permission名称仅为示例，开发者在使用时，需要根据应用权限列表，配置真实可用的权限名。
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 典型场景的开发指导 > 应用程序包集成bin文件（PC/2in1）,hap-bin,应用程序包集成bin文件（PC/2in1）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/hap-bin,3,note,,55,d125c26b2767023c2607fd0ab54f4534bae302b93c5d1a4f1fabae9f1ddadd27,ohos.permission.INHERIT_PARENT_PERMISSION 权限本身不会被子进程继承。
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 典型场景的开发指导 > 应用程序包集成bin文件（PC/2in1）,hap-bin,应用程序包集成bin文件（PC/2in1）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/hap-bin,4,note,,45,61cdf90c60d0c2a3b95536fc4ed9b357bd406465b515ba5ba4442ea34b1763ba,若bin文件运行时不需要使用受权限保护的系统能力，则bin文件无需声明权限，可跳过本小节。
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 典型场景的开发指导 > 应用程序包集成bin文件（PC/2in1）,hap-bin,应用程序包集成bin文件（PC/2in1）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/hap-bin,5,note,,114,32db5bff7da2d34e214a131b8b49c2cfa8459ab7c21f9ab1107341ba096e96c1,使用不同来源的objcopy工具可能导致bin文件结构被破坏（如Windows版本的llvm-objcopy工具），进而引发加载时出现预期外的问题。建议在执行objcopy操作后，比对文件大小等属性，确认与原始文件是否存在差异。
入门,基础入门,入门 > 基础入门 > 资源分类与访问,resource-categories-and-access,资源分类与访问,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/resource-categories-and-access,1,note,,333,67a3ed1ba70dd9e69ba0ced65d89fb62561d30b788898bda51958dbc628d22b6,资源目录和资源组目录下的文件均被视为资源文件，在应用打包时不会进行混淆。 非resources目录下资源打包策略请参考 resOptions 下copyCodeResource的描述。 Stage模型多工程情况下，共有的资源文件放到AppScope下的resources目录。 在编译构建时，AppScope目录下的资源文件会合入到模块下面的资源文件中，如果两
入门,基础入门,入门 > 基础入门 > 资源分类与访问,resource-categories-and-access,资源分类与访问,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/resource-categories-and-access,2,note,,268,4b7483182b2a27e3bfa1011da0097da7bfdf1878e35eae3cfde64d61819c6675,"若string.json中使用多个占位符的情况，例如资源值value中存在%1$s和%2$d两个占位符，需要通过$r('app.string.label', 'aaa', 444)形式访问。其中label为资源名称name，'aaa'和444用来替代占位符。 针对同一个资源，$r获取的资源信息Resource对象中的资源ID在应用重新编译时会发生变化，并非固"
入门,基础入门,入门 > 基础入门 > 资源分类与访问,resource-categories-and-access,资源分类与访问,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/resource-categories-and-access,3,note,,204,44272f33cbc693403f55e0799dd5b09c2cb22df17ef969bb0b048fa155e2ec86,若在HAR模块访问HAR自身资源时，在API version 22及之前版本，中间码HAR、字节码HAR通过资源ID相关接口访问资源时，因ID无效会抛出异常；从API version 23开始，若将 compatibleSdkVersion 配置为23及以上，则在当前Module的 AbilityStage 的onCreate()回调执行后，中间码HAR、字
入门,基础入门,入门 > 基础入门 > 资源分类与访问,resource-categories-and-access,资源分类与访问,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/resource-categories-and-access,4,note,,51,158c3f4d5f2f8d971d77244468cb3f10538495252249edf2a0d574dee6d3bfa8,使用$r和$rawfile跨模块访问HSP包资源时，编译时不会对资源校验，需要确保资源在对应包中存在。
入门,基础入门,入门 > 基础入门 > 资源分类与访问,resource-categories-and-access,资源分类与访问,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/resource-categories-and-access,5,note,,247,32c10f363438605dfca1e150508b05bc9e6a5619b08bcacc5cde26e7b56b571a,对于系统预置应用，建议使用系统资源；对于三方应用，可以根据需要选择使用系统资源或自定义应用资源。 仅声明式开发范式支持使用系统资源。 界面显示时默认使用的系统字体是鸿蒙黑体（HarmonyOS Sans），支持的字符范围是 中文编码字符集GB18030-2022（级别一/级别二） 。若要显示的字符不在鸿蒙黑体支持的字符范围内，系统会在其他支持该字符的字体中选
入门,基础入门,入门 > 基础入门 > 资源分类与访问,resource-categories-and-access,资源分类与访问,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/resource-categories-and-access,6,note,,90,eccef315fff7137e73c644679a18e2b30dd8585630903a27048cb0de9468a84b,在编译构建时，AppScope目录下的资源文件会合入到模块下面的资源文件中，如果两个目录下的相同资源目录和资源组目录下存在重名资源，编译打包后只会保留AppScope目录下的资源。
入门,基础入门,入门 > 基础入门 > 资源分类与访问,resource-categories-and-access,资源分类与访问,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/resource-categories-and-access,7,note,,183,10fdcfbc941c2424fafc5c86a86ee72e7b166ea03977d90eda5d1a7ab3ddd742,overlay包被加载时，系统会取overlay包资源与目标模块资源的交集。当多个目标模块共享同一overlay包时，仅首个加载的模块生效，后续模块无法获得交集外的资源覆盖。 示例：目标模块1包含资源A、B，目标模块2包含资源B、C，overlay包含资源A、B、C。目标模块1加载overlay后，overlay保留资源A、B；目标模块2再加载时，资源C无法
入门,基础入门,入门 > 基础入门 > 资源分类与访问,resource-categories-and-access,资源分类与访问,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/resource-categories-and-access,8,note,,248,518d545be848139730a3a5c5cd682ab94de2d4beea6404650e5c5b4bed47323e,targetModuleName: 字符串类型，指定要overlay的应用中的目标module。 targetPriority： 整数类型，指定overlay优先级。 不支持Ability、ExtensionAbility、Permission等其他字段的配置。 overlay不支持json类型的图片配置。 overlay包被加载时，系统会取overlay包
入门,基础入门,入门 > 基础入门 > 学习ArkTS语言 > ArkTS语言介绍,introduction-to-arkts,ArkTS语言介绍,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/introduction-to-arkts,1,note,,182,3c193835b7f2d19c21e4095904acc95aaf1d2b9ef65641173d60aaf8949ea1f7,getSpouseNick的返回类型必须为string | null | undefined，因为该方法在某些情况下会返回null或undefined。 可选链可以任意长，可以包含任意数量的?.运算符。 在以下示例中，如果Person实例的spouse属性不为空，并且spouse的nick属性也不为空时，输出spouse.nick。否则，输出undefine
入门,基础入门,入门 > 基础入门 > 学习ArkTS语言 > ArkTS语言介绍,introduction-to-arkts,ArkTS语言介绍,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/introduction-to-arkts,2,note,,44,fb58bf5e7df7e85d9d212084acf6030beeb44e90d8669666bbf7b28d96c0ce94,方式三可能会导入过多无需使用的模块，导致编译后的HAP包太大，占用过多资源，请谨慎使用。
入门,基础入门,入门 > 基础入门 > 学习ArkTS语言 > ArkTS语言介绍,introduction-to-arkts,ArkTS语言介绍,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/introduction-to-arkts,3,caution,,189,c253234b5632db4d3b59116ae91581f38b9a4e946b443a557424e3d6060f2876,应用开发中，在 release模式下构建 源码HAR，并同时 开启混淆 时，由于编译产物为JS文件，而在JS中没有注解的实现机制，因此会在编译过程中被移除，导致无法通过注解实现AOP插桩。 为避免因此引起的功能异常，禁止在JS HAR(编译产物中存在JS的HAR包)中使用注解。 如果需要在release模式并且开启混淆的情况下构建含有注解的HAR包，可以构建
入门,基础入门,入门 > 基础入门 > 学习ArkTS语言 > ArkTS语言介绍,introduction-to-arkts,ArkTS语言介绍,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/introduction-to-arkts,4,note,,44,968083134fa53103a0ada565ccf8492159aa1765d392530ee81214f5a4561ac5,如果使用其他类型用作注解字段的类型，则会发生编译错误。 注解字段类型不支持bigint。
入门,基础入门,入门 > 基础入门 > 学习ArkTS语言 > ArkTS语言介绍,introduction-to-arkts,ArkTS语言介绍,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/introduction-to-arkts,5,note,,20,81314352c950b04e5c7d3ebcbfe8f3519b4512db9acd45373895526c29df3806,如果枚举值不能在编译时确定，会编译报错。
入门,基础入门,入门 > 基础入门 > 学习ArkTS语言 > ArkTS语言介绍,introduction-to-arkts,ArkTS语言介绍,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/introduction-to-arkts,6,note,,43,be6ca2f10451ca97fcdd6ee1b35203fbfaa396e86bb79975197fd6620a87811d,赋值应当与注解声明的类型一致，所赋的值与注解字段默认值的要求一样，只能使用常量表达式。
入门,基础入门,入门 > 基础入门 > 学习ArkTS语言 > 从TypeScript到ArkTS的适配指导 > 从TypeScript到ArkTS的适配规则,typescript-to-arkts-migration-guide,从TypeScript到ArkTS的适配规则,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/typescript-to-arkts-migration-guide,1,caution,,25,09b4b05f61b3eccac3cf71a9f974c564f50af8f448b0c7d8e6ab3478707120d4,这与声明变量和函数参数传递时使用的逗号分隔符不同。
入门,基础入门,入门 > 基础入门 > 学习ArkTS语言 > 从TypeScript到ArkTS的适配指导 > 适配指导案例,arkts-more-cases,适配指导案例,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-more-cases,1,note,,113,be44168e2836b97d97afec66928db028d117e272e4a779852db1d1a169d80d6d,建议按照业务逻辑根据import/export语法实现数据在不同模块的传递。 必要情况下，可以通过构造的 单例对象 来实现全局对象的功能。（不能在har中定义单例对象，har在打包时会在不同的hap中打包两份，无法实现单例。）
开发,应用开发准备,开发 > 应用开发准备 > 应用开发准备,application-dev-overview,应用开发准备,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-dev-overview,1,note,,24,4d3bc041f4aad4f5760331507440502e5f095a926ca7842d4b2250c181512d45,发布应用前，需要将调试应用的指纹更新为发布指纹。
开发,应用框架,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用模型 > 应用模型概述,stage-model-development-overview,应用模型概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/stage-model-development-overview,1,note,,110,02fbe1b4de08dea594d35ed647eb57345bbf48eccba4d5c8e22d96523bd0da71,"随着应用模型的演进发展，从API 7开始支持的FA模型已经不再主推。当前FA模型主要用于Lite Wearable设备，相关指导详见 应用模型开发概述 。 除非另有说明，文档中提及的""应用模型""均指""Stage 模型""。"
开发,应用框架,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用模型 > 应用组件 > UIAbility组件 > UIAbility组件概述,uiability-overview,UIAbility组件概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/uiability-overview,1,note,,29,fbf9ff4fd0e7426038bc25ade58b6763b4665ce8a3230f73050344179b813972,任务视图用于快速查看和管理当前设备上运行的所有任务或应用。
开发,应用框架,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用模型 > 应用组件 > UIAbility组件 > UIAbility组件生命周期,uiability-lifecycle,UIAbility组件生命周期,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/uiability-lifecycle,1,note,,195,b60fcef43f49149e969995aefba939dd0d83cea5a3b626577b726f16e739bfd4,生命周期回调是在应用主线程执行，为了确保应用性能，建议在生命周期回调中，仅执行必要的轻量级操作。对于耗时任务，推荐采用异步处理或交由子线程执行，避免阻塞主线程。 如果需要感知UIAbility生命周期变化，开发者可以使用 ApplicationContext.on('abilityLifecycle') 接口监听UIAbility生命周期变化。详见 监听UI
开发,应用框架,开发 > 应用框架 > Ability Kit（程序框架服务） > 应用模型 > 应用组件 > UIAbility组件 > UIAbility组件生命周期,uiability-lifecycle,UIAbility组件生命周期,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/uiability-lifecycle,2,note,,152,4f87c3dd16b164d6a167da0d2d828d3951d76a3931ae36d8c2bdfeaf3aa55f69,不同开发场景下WindowStage生命周期状态（ WindowStageEventType ）变化事件的时序可能存在差异，具体请见 窗口生命周期 。 对于不同类型的产品，当应用主窗口从前台进入后台时，UIAbility生命周期的变化也会存在差异。详见 不同设备UIAbility生命周期的差异化行为 。
