section,root,menu_path,slug,page_title,url,position,level,heading,anchor_id
入门,基础入门,入门 > 基础入门 > 快速入门 > 构建第一个HarmonyOS应用（ArkTS）,start-with-ets-stage,构建第一个HarmonyOS应用（ArkTS）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/start-with-ets-stage,1,1,构建第一个HarmonyOS应用（ArkTS）,
入门,基础入门,入门 > 基础入门 > 快速入门 > 构建第一个HarmonyOS应用（ArkTS）,start-with-ets-stage,构建第一个HarmonyOS应用（ArkTS）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/start-with-ets-stage,2,4,创建ArkTS工程,
入门,基础入门,入门 > 基础入门 > 快速入门 > 构建第一个HarmonyOS应用（ArkTS）,start-with-ets-stage,构建第一个HarmonyOS应用（ArkTS）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/start-with-ets-stage,3,4,ArkTS工程目录结构（Stage模型）,
入门,基础入门,入门 > 基础入门 > 快速入门 > 构建第一个HarmonyOS应用（ArkTS）,start-with-ets-stage,构建第一个HarmonyOS应用（ArkTS）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/start-with-ets-stage,4,4,构建第一个页面,
入门,基础入门,入门 > 基础入门 > 快速入门 > 构建第一个HarmonyOS应用（ArkTS）,start-with-ets-stage,构建第一个HarmonyOS应用（ArkTS）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/start-with-ets-stage,5,4,构建第二个页面,
入门,基础入门,入门 > 基础入门 > 快速入门 > 构建第一个HarmonyOS应用（ArkTS）,start-with-ets-stage,构建第一个HarmonyOS应用（ArkTS）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/start-with-ets-stage,6,4,实现页面间的跳转,
入门,基础入门,入门 > 基础入门 > 快速入门 > 构建第一个HarmonyOS应用（ArkTS）,start-with-ets-stage,构建第一个HarmonyOS应用（ArkTS）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/start-with-ets-stage,7,4,使用真机运行应用,
入门,基础入门,入门 > 基础入门 > 开发基础知识,development-fundamentals,开发基础知识,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/development-fundamentals,1,1,开发基础知识,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识,application-package-fundamentals,应用程序包基础知识,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-package-fundamentals,1,1,应用程序包基础知识,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包概述,application-package-overview,应用程序包概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-package-overview,1,1,应用程序包概述,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包概述,application-package-overview,应用程序包概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-package-overview,2,4,应用与应用程序包,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包概述,application-package-overview,应用程序包概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-package-overview,3,4,应用的多Module设计机制,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包概述,application-package-overview,应用程序包概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-package-overview,4,4,Module类型,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包概述,application-package-overview,应用程序包概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-package-overview,5,4,选择合适的包类型,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包结构,application-package-structure-stage,应用程序包结构,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-package-structure-stage,1,1,应用程序包结构,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包结构,application-package-structure-stage,应用程序包结构,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-package-structure-stage,2,4,开发态包结构,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包结构,application-package-structure-stage,应用程序包结构,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-package-structure-stage,3,4,编译态包结构,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包结构,application-package-structure-stage,应用程序包结构,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-package-structure-stage,4,4,发布态包结构,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用,application-package-dev,应用程序包开发与使用,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-package-dev,1,1,应用程序包开发与使用,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAP,hap-package,HAP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/hap-package,1,1,HAP,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAP,hap-package,HAP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/hap-package,2,4,使用场景,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAP,hap-package,HAP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/hap-package,3,4,约束限制,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAP,hap-package,HAP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/hap-package,4,4,创建,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAP,hap-package,HAP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/hap-package,5,4,开发,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAP,hap-package,HAP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/hap-package,6,4,调试,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAP,hap-package,HAP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/hap-package,7,4,示例代码,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,1,1,HAR,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,2,4,使用场景,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,3,4,约束限制,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,4,4,创建,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,5,4,开发,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,6,4,[h2]导出ArkUI组件,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,7,4,[h2]导出类和方法,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,8,4,[h2]导出native方法,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,9,4,[h2]导出资源,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,10,4,使用,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,11,4,[h2]引用HAR的ArkUI组件,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,12,4,[h2]引用HAR的类和方法,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,13,4,[h2]引用HAR的native方法,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,14,4,[h2]引用HAR的资源,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,15,4,构建,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,16,4,[h2]混淆配置,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HAR,har-package,HAR,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/har-package,17,4,发布,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HSP,in-app-hsp,HSP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/in-app-hsp,1,1,HSP,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HSP,in-app-hsp,HSP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/in-app-hsp,2,4,使用场景,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HSP,in-app-hsp,HSP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/in-app-hsp,3,4,约束限制,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HSP,in-app-hsp,HSP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/in-app-hsp,4,4,创建,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HSP,in-app-hsp,HSP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/in-app-hsp,5,4,开发,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HSP,in-app-hsp,HSP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/in-app-hsp,6,4,[h2]导出ArkUI组件,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HSP,in-app-hsp,HSP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/in-app-hsp,7,4,[h2]导出类和方法,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HSP,in-app-hsp,HSP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/in-app-hsp,8,4,[h2]导出native方法,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HSP,in-app-hsp,HSP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/in-app-hsp,9,4,[h2]通过$r访问HSP中的资源,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HSP,in-app-hsp,HSP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/in-app-hsp,10,4,[h2]导出HSP中的资源,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HSP,in-app-hsp,HSP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/in-app-hsp,11,4,使用,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HSP,in-app-hsp,HSP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/in-app-hsp,12,4,[h2]引用HSP中的接口,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包开发与使用 > HSP,in-app-hsp,HSP,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/in-app-hsp,13,4,[h2]页面跳转和返回,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包安装卸载与更新,application-package-install,应用程序包安装卸载与更新,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-package-install,1,1,应用程序包安装卸载与更新,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包安装卸载与更新 > 应用安装卸载与更新开发指导,application-package-install-uninstall,应用安装卸载与更新开发指导,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-package-install-uninstall,1,1,应用安装卸载与更新开发指导,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包安装卸载与更新 > 应用安装卸载与更新开发指导,application-package-install-uninstall,应用安装卸载与更新开发指导,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-package-install-uninstall,2,4,应用程序包的安装卸载,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包安装卸载与更新 > 应用安装卸载与更新开发指导,application-package-install-uninstall,应用安装卸载与更新开发指导,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-package-install-uninstall,3,4,应用程序包的更新,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包安装卸载与更新 > 应用安装与更新一致性校验,install-and-update-consistency-verification,应用安装与更新一致性校验,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/install-and-update-consistency-verification,1,1,应用安装与更新一致性校验,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包安装卸载与更新 > 应用安装与更新一致性校验,install-and-update-consistency-verification,应用安装与更新一致性校验,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/install-and-update-consistency-verification,2,4,签名证书一致性校验,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用程序包基础知识 > 应用程序包安装卸载与更新 > 应用安装与更新一致性校验,install-and-update-consistency-verification,应用安装与更新一致性校验,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/install-and-update-consistency-verification,3,4,配置文件一致性校验,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件,application-configuration-file-stage,应用配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-configuration-file-stage,1,1,应用配置文件,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > 应用配置文件概述,application-configuration-file-overview-stage,应用配置文件概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-configuration-file-overview-stage,1,1,应用配置文件概述,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > app.json5配置文件,app-configuration-file,app.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/app-configuration-file,1,1,app.json5配置文件,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > app.json5配置文件,app-configuration-file,app.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/app-configuration-file,2,4,配置文件示例,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > app.json5配置文件,app-configuration-file,app.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/app-configuration-file,3,4,配置文件标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > app.json5配置文件,app-configuration-file,app.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/app-configuration-file,4,4,appEnvironments标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > app.json5配置文件,app-configuration-file,app.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/app-configuration-file,5,4,multiAppMode标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > app.json5配置文件,app-configuration-file,app.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/app-configuration-file,6,4,configuration标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > app.json5配置文件,app-configuration-file,app.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/app-configuration-file,7,4,alternateIcons标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,1,1,module.json5配置文件,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,2,4,配置文件示例,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,3,4,配置文件标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,4,4,deviceTypes标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,5,4,pages标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,6,4,metadata标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,7,4,abilities标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,8,4,skills标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,9,4,extensionAbilities标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,10,4,[h2]type标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,11,4,shortcuts标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,12,4,[h2]wants标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,13,4,distributionFilter标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,14,4,[h2]screenShape标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,15,4,[h2]screenWindow标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,16,4,[h2]screenDensity标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,17,4,[h2]countryCode标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,18,4,testRunner标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,19,4,atomicService标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,20,4,dependencies标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,21,4,proxyData标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,22,4,routerMap标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,23,4,[h2]data标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,24,4,[h2]customData标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,25,4,appEnvironments标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,26,4,hnpPackages标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,27,4,fileContextMenu标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,28,4,startWindow标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,29,4,systemTheme标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,30,4,requiredDeviceFeatures标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,31,4,executableBinaryPaths标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 应用配置文件 > module.json5配置文件,module-configuration-file,module.json5配置文件,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/module-configuration-file,32,4,skillProfiles标签,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 典型场景的开发指导,application-typical-scenarios,典型场景的开发指导,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/application-typical-scenarios,1,1,典型场景的开发指导,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 典型场景的开发指导 > 创建应用静态快捷方式,typical-scenario-configuration,创建应用静态快捷方式,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/typical-scenario-configuration,1,1,创建应用静态快捷方式,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 典型场景的开发指导 > 创建应用静态快捷方式,typical-scenario-configuration,创建应用静态快捷方式,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/typical-scenario-configuration,2,4,场景介绍,
入门,基础入门,入门 > 基础入门 > 开发基础知识 > 典型场景的开发指导 > 创建应用静态快捷方式,typical-scenario-configuration,创建应用静态快捷方式,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/typical-scenario-configuration,3,4,配置方法,
